"","size","year"
"3440",934,84
"3441",934,84
"3442",941,84
"3443",943,84
"3444",944,84
"3445",947,84
"3446",947,84
"3447",950,84
"3448",952,84
"3449",955,84
"3450",958,84
"3451",967,84
"3452",973,84
"3453",975,84
"3454",977,84
"3455",980,84
"3456",983,84
"3457",984,84
"3458",996,84
"3459",998,84
"3460",999,84
"3461",1000,84
"3462",1000,84
"3463",1000,84
"3464",1003,84
"3465",1006,84
"3466",1009,84
"3467",1010,84
"3468",1013,84
"3469",1018,84
"3470",1019,84
"3471",1019,84
"3472",1020,84
"3473",1025,84
"3474",1027,84
"3475",1030,84
"3476",1032,84
"3477",1035,84
"3478",1040,84
"3479",1042,84
"3480",1047,84
"3481",1047,84
"3482",1054,84
"3483",1055,84
"3484",1062,84
"3485",1063,84
"3486",1067,84
"3487",1068,84
"3488",1074,84
"3489",1082,84
"3490",1084,84
"3491",1086,84
"3492",1088,84
"3493",1094,84
"3494",1098,84
"3495",1100,84
"3496",1121,84
"3497",1123,84
"3498",1123,84
"3499",1127,84
"3500",1131,84
"3501",1134,84
"3502",1141,84
"3503",1145,84
"3504",1150,84
"3505",1153,84
"3506",1162,84
"3507",1180,84
"3508",1185,84
"3509",1192,84
"3510",1196,84
"3511",1200,84
"3512",1205,84
"3513",1206,84
"3514",1206,84
"3515",1209,84
"3516",1210,84
"3517",1218,84
"3518",1223,84
"3519",1226,84
"3520",1228,84
"3521",1232,84
"3522",1238,84
"3523",1242,84
"3524",1247,84
"3525",1250,84
"3526",1255,84
"3527",1258,84
"3528",1271,84
"3529",1288,84
"3530",1290,84
"3531",1290,84
"3532",1299,84
"3533",1300,84
"3534",1305,84
"3535",1308,84
"3536",1310,84
"3537",1310,84
"3538",1312,84
"3539",1318,84
"3540",1330,84
"3541",1330,84
"3542",1330,84
"3543",1334,84
"3544",1335,84
"3545",1339,84
"3546",1346,84
"3547",1349,84
"3548",1350,84
"3549",1352,84
"3550",1355,84
"3551",1368,84
"3552",1370,84
"3553",1372,84
"3554",1383,84
"3555",1386,84
"3556",1387,84
"3557",1399,84
"3558",1400,84
"3559",1407,84
"3560",1416,84
"3561",1423,84
"3562",1426,84
"3563",1440,84
"3564",1442,84
"3565",1444,84
"3566",1455,84
"3567",1456,84
"3568",1466,84
"3569",1480,84
"3570",1491,84
"3571",1500,84
"3572",1501,84
"3573",1507,84
"3574",1509,84
"3575",1530,84
"3576",1550,84
"3577",1551,84
"3578",1554,84
"3579",1557,84
"3580",1574,84
"3581",1574,84
"3582",1575,84
"3583",1580,84
"3584",1588,84
"3585",1590,84
"3586",1594,84
"3587",1600,84
"3588",1606,84
"3589",1609,84
"3590",1611,84
"3591",1614,84
"3592",1619,84
"3593",1628,84
"3594",1639,84
"3595",1647,84
"3596",1653,84
"3597",1664,84
"3598",1668,84
"3599",1672,84
"3600",1688,84
"3601",1689,84
"3602",1696,84
"3603",1698,84
"3604",1716,84
"3605",1722,84
"3606",1727,84
"3607",1742,84
"3608",1749,84
"3609",1750,84
"3610",1765,84
"3611",1775,84
"3612",1779,84
"3613",1800,84
"3614",1802,84
"3615",1838,84
"3616",1848,84
"3617",1848,84
"3618",1860,84
"3619",1900,84
"3620",1918,84
"3621",1923,84
"3622",1937,84
"3623",1937,84
"3624",1970,84
"3625",1978,84
"3626",1992,84
"3627",2000,84
"3628",2003,84
"3629",2024,84
"3630",2036,84
"3631",2038,84
"3632",2055,84
"3633",2070,84
"3634",2076,84
"3635",2082,84
"3636",2088,84
"3637",2125,84
"3638",2126,84
"3639",2131,84
"3640",2153,84
"3641",2164,84
"3642",2207,84
"3643",2210,84
"3644",2232,84
"3645",2232,84
"3646",2251,84
"3647",2260,84
"3648",2267,84
"3649",2276,84
"3650",2278,84
"3651",2279,84
"3652",2293,84
"3653",2294,84
"3654",2300,84
"3655",2312,84
"3656",2331,84
"3657",2340,84
"3658",2345,84
"3659",2354,84
"3660",2384,84
"3661",2392,84
"3662",2397,84
"3663",2407,84
"3664",2418,84
"3665",2421,84
"3666",2443,84
"3667",2444,84
"3668",2445,84
"3669",2452,84
"3670",2461,84
"3671",2471,84
"3672",2491,84
"3673",2530,84
"3674",2542,84
"3675",2574,84
"3676",2576,84
"3677",2587,84
"3678",2602,84
"3679",2610,84
"3680",2712,84
"3681",2739,84
"3682",2739,84
"3683",2766,84
"3684",2827,84
"3685",2829,84
"3686",2900,84
"3687",2901,84
"3688",2922,84
"3689",3000,84
"3690",3010,84
"3691",3100,84
"3692",3113,84
"3693",3179,84
"3694",3266,84
"3695",3293,84
"3696",3316,84
"3697",3377,84
"3698",3389,84
"3699",3389,84
"3700",3500,84
"3701",3530,84
"3702",3597,84
"3703",3600,84
"3704",3633,84
"3705",3811,84
"3706",3870,84
"3707",4006,84
"3708",4094,84
"3709",4103,84
"3710",4309,84
"3711",4674,84
"3712",4705,84
"3713",5264,84
"3714",5320,84
"3715",5494,84
"3716",5520,84
"3717",5857,84
"3718",6000,84
"3719",6000,84
"3720",6009,84
"3721",6366,84
"3722",6447,84
"3723",7000,84
"3724",7066,84
"3725",7101,84
"3726",7330,84
"3727",7343,84
"3728",7345,84
"3729",7466,84
"3730",7701,84
"3731",7869,84
"3732",7943,84
"3733",8146,84
"3734",8332,84
"3735",8704,84
"3736",8750,84
"3737",8862,84
"3738",9213,84
"3739",9500,84
"3740",11334,84
"3741",13458,84
"3742",14034,84
"3743",15945,84
"3744",16250,84
"3745",16650,84
"3746",21894,84
"3747",55778,84
"3748",106495,84
"3749",500,85
"3750",500,85
"3751",500,85
"3752",500,85
"3753",500,85
"3754",500,85
"3755",500,85
"3756",500,85
"3757",500,85
"3758",500,85
"3759",502,85
"3760",504,85
"3761",505,85
"3762",506,85
"3763",506,85
"3764",507,85
"3765",509,85
"3766",511,85
"3767",513,85
"3768",513,85
"3769",513,85
"3770",519,85
"3771",520,85
"3772",521,85
"3773",521,85
"3774",523,85
"3775",523,85
"3776",524,85
"3777",526,85
"3778",527,85
"3779",527,85
"3780",530,85
"3781",530,85
"3782",536,85
"3783",539,85
"3784",540,85
"3785",541,85
"3786",542,85
"3787",544,85
"3788",545,85
"3789",546,85
"3790",549,85
"3791",550,85
"3792",550,85
"3793",554,85
"3794",554,85
"3795",554,85
"3796",557,85
"3797",561,85
"3798",561,85
"3799",564,85
"3800",569,85
"3801",570,85
"3802",575,85
"3803",575,85
"3804",578,85
"3805",578,85
"3806",579,85
"3807",579,85
"3808",580,85
"3809",580,85
"3810",581,85
"3811",583,85
"3812",585,85
"3813",587,85
"3814",587,85
"3815",588,85
"3816",591,85
"3817",595,85
"3818",595,85
"3819",595,85
"3820",597,85
"3821",598,85
"3822",598,85
"3823",600,85
"3824",600,85
"3825",600,85
"3826",600,85
"3827",600,85
"3828",600,85
"3829",600,85
"3830",600,85
"3831",600,85
"3832",600,85
"3833",600,85
"3834",600,85
"3835",600,85
"3836",600,85
"3837",600,85
"3838",600,85
"3839",600,85
"3840",601,85
"3841",604,85
"3842",604,85
"3843",605,85
"3844",611,85
"3845",611,85
"3846",611,85
"3847",614,85
"3848",618,85
"3849",620,85
"3850",620,85
"3851",622,85
"3852",622,85
"3853",622,85
"3854",622,85
"3855",623,85
"3856",626,85
"3857",627,85
"3858",627,85
"3859",628,85
"3860",630,85
"3861",630,85
"3862",630,85
"3863",631,85
"3864",632,85
"3865",633,85
"3866",636,85
"3867",638,85
"3868",640,85
"3869",642,85
"3870",643,85
"3871",644,85
"3872",645,85
"3873",647,85
"3874",648,85
"3875",650,85
"3876",650,85
"3877",650,85
"3878",651,85
"3879",652,85
"3880",652,85
"3881",655,85
"3882",655,85
"3883",658,85
"3884",660,85
"3885",663,85
"3886",665,85
"3887",665,85
"3888",666,85
"3889",667,85
"3890",667,85
"3891",667,85
"3892",667,85
"3893",669,85
"3894",671,85
"3895",675,85
"3896",676,85
"3897",677,85
"3898",678,85
"3899",678,85
"3900",680,85
"3901",680,85
"3902",682,85
"3903",690,85
"3904",690,85
"3905",693,85
"3906",693,85
"3907",696,85
"3908",696,85
"3909",698,85
"3910",699,85
"3911",700,85
"3912",700,85
"3913",700,85
"3914",700,85
"3915",700,85
"3916",702,85
"3917",703,85
"3918",703,85
"3919",703,85
"3920",704,85
"3921",706,85
"3922",709,85
"3923",709,85
"3924",712,85
"3925",717,85
"3926",722,85
"3927",726,85
"3928",735,85
"3929",736,85
"3930",737,85
"3931",738,85
"3932",739,85
"3933",741,85
"3934",743,85
"3935",744,85
"3936",744,85
"3937",745,85
"3938",748,85
"3939",750,85
"3940",750,85
"3941",750,85
"3942",753,85
"3943",754,85
"3944",754,85
"3945",759,85
"3946",760,85
"3947",760,85
"3948",765,85
"3949",767,85
"3950",768,85
"3951",772,85
"3952",774,85
"3953",776,85
"3954",781,85
"3955",786,85
"3956",790,85
"3957",790,85
"3958",795,85
"3959",796,85
"3960",800,85
"3961",800,85
"3962",800,85
"3963",800,85
"3964",800,85
"3965",800,85
"3966",800,85
"3967",803,85
"3968",809,85
"3969",809,85
"3970",810,85
"3971",811,85
"3972",813,85
"3973",815,85
"3974",815,85
"3975",820,85
"3976",820,85
"3977",825,85
"3978",830,85
"3979",837,85
"3980",837,85
"3981",838,85
"3982",844,85
"3983",850,85
"3984",850,85
"3985",850,85
"3986",850,85
"3987",853,85
"3988",856,85
"3989",859,85
"3990",859,85
"3991",860,85
"3992",864,85
"3993",871,85
"3994",873,85
"3995",873,85
"3996",874,85
"3997",875,85
"3998",880,85
"3999",881,85
"4000",883,85
"4001",883,85
"4002",884,85
"4003",889,85
"4004",890,85
"4005",890,85
"4006",892,85
"4007",892,85
"4008",899,85
"4009",900,85
"4010",900,85
"4011",900,85
"4012",900,85
"4013",900,85
"4014",903,85
"4015",908,85
"4016",909,85
"4017",915,85
"4018",915,85
"4019",916,85
"4020",920,85
"4021",920,85
"4022",930,85
"4023",931,85
"4024",935,85
"4025",936,85
"4026",936,85
"4027",938,85
"4028",947,85
"4029",949,85
"4030",950,85
"4031",952,85
"4032",957,85
"4033",960,85
"4034",960,85
"4035",961,85
"4036",965,85
"4037",968,85
"4038",970,85
"4039",974,85
"4040",975,85
"4041",976,85
"4042",978,85
"4043",984,85
"4044",984,85
"4045",986,85
"4046",995,85
"4047",996,85
"4048",998,85
"4049",998,85
"4050",1000,85
"4051",1000,85
"4052",1000,85
"4053",1000,85
"4054",1000,85
"4055",1000,85
"4056",1000,85
"4057",1000,85
"4058",1000,85
"4059",1003,85
"4060",1003,85
"4061",1003,85
"4062",1007,85
"4063",1010,85
"4064",1013,85
"4065",1014,85
"4066",1014,85
"4067",1022,85
"4068",1022,85
"4069",1026,85
"4070",1050,85
"4071",1051,85
"4072",1052,85
"4073",1054,85
"4074",1055,85
"4075",1056,85
"4076",1056,85
"4077",1057,85
"4078",1058,85
"4079",1063,85
"4080",1069,85
"4081",1070,85
"4082",1070,85
"4083",1079,85
"4084",1086,85
"4085",1096,85
"4086",1100,85
"4087",1100,85
"4088",1100,85
"4089",1100,85
"4090",1104,85
"4091",1111,85
"4092",1115,85
"4093",1120,85
"4094",1122,85
"4095",1124,85
"4096",1139,85
"4097",1139,85
"4098",1139,85
"4099",1145,85
"4100",1147,85
"4101",1150,85
"4102",1167,85
"4103",1176,85
"4104",1188,85
"4105",1190,85
"4106",1192,85
"4107",1194,85
"4108",1200,85
"4109",1200,85
"4110",1200,85
"4111",1202,85
"4112",1206,85
"4113",1220,85
"4114",1222,85
"4115",1225,85
"4116",1229,85
"4117",1236,85
"4118",1239,85
"4119",1250,85
"4120",1251,85
"4121",1257,85
"4122",1259,85
"4123",1265,85
"4124",1270,85
"4125",1278,85
"4126",1282,85
"4127",1287,85
"4128",1289,85
"4129",1292,85
"4130",1292,85
"4131",1296,85
"4132",1297,85
"4133",1300,85
"4134",1303,85
"4135",1305,85
"4136",1310,85
"4137",1310,85
"4138",1331,85
"4139",1340,85
"4140",1350,85
"4141",1358,85
"4142",1365,85
"4143",1379,85
"4144",1382,85
"4145",1383,85
"4146",1399,85
"4147",1400,85
"4148",1400,85
"4149",1407,85
"4150",1428,85
"4151",1430,85
"4152",1437,85
"4153",1440,85
"4154",1443,85
"4155",1450,85
"4156",1450,85
"4157",1451,85
"4158",1460,85
"4159",1460,85
"4160",1464,85
"4161",1465,85
"4162",1465,85
"4163",1471,85
"4164",1479,85
"4165",1500,85
"4166",1502,85
"4167",1505,85
"4168",1505,85
"4169",1511,85
"4170",1517,85
"4171",1517,85
"4172",1521,85
"4173",1525,85
"4174",1525,85
"4175",1532,85
"4176",1541,85
"4177",1546,85
"4178",1550,85
"4179",1551,85
"4180",1561,85
"4181",1568,85
"4182",1570,85
"4183",1581,85
"4184",1586,85
"4185",1592,85
"4186",1600,85
"4187",1600,85
"4188",1608,85
"4189",1618,85
"4190",1620,85
"4191",1626,85
"4192",1639,85
"4193",1640,85
"4194",1642,85
"4195",1645,85
"4196",1648,85
"4197",1657,85
"4198",1660,85
"4199",1665,85
"4200",1666,85
"4201",1680,85
"4202",1681,85
"4203",1700,85
"4204",1724,85
"4205",1731,85
"4206",1738,85
"4207",1763,85
"4208",1780,85
"4209",1787,85
"4210",1791,85
"4211",1805,85
"4212",1813,85
"4213",1815,85
"4214",1823,85
"4215",1840,85
"4216",1846,85
"4217",1870,85
"4218",1894,85
"4219",1900,85
"4220",1915,85
"4221",1918,85
"4222",1926,85
"4223",1949,85
"4224",1959,85
"4225",1975,85
"4226",1999,85
"4227",2000,85
"4228",2000,85
"4229",2024,85
"4230",2043,85
"4231",2046,85
"4232",2049,85
"4233",2054,85
"4234",2056,85
"4235",2072,85
"4236",2086,85
"4237",2176,85
"4238",2177,85
"4239",2179,85
"4240",2182,85
"4241",2192,85
"4242",2200,85
"4243",2200,85
"4244",2200,85
"4245",2202,85
"4246",2208,85
"4247",2230,85
"4248",2250,85
"4249",2282,85
"4250",2299,85
"4251",2308,85
"4252",2336,85
"4253",2344,85
"4254",2348,85
"4255",2374,85
"4256",2385,85
"4257",2396,85
"4258",2399,85
"4259",2401,85
"4260",2430,85
"4261",2431,85
"4262",2436,85
"4263",2462,85
"4264",2500,85
"4265",2500,85
"4266",2500,85
"4267",2534,85
"4268",2544,85
"4269",2566,85
"4270",2570,85
"4271",2721,85
"4272",2728,85
"4273",2784,85
"4274",2797,85
"4275",2798,85
"4276",2813,85
"4277",2862,85
"4278",2868,85
"4279",3000,85
"4280",3001,85
"4281",3023,85
"4282",3034,85
"4283",3065,85
"4284",3080,85
"4285",3222,85
"4286",3251,85
"4287",3276,85
"4288",3317,85
"4289",3391,85
"4290",3417,85
"4291",3438,85
"4292",3473,85
"4293",3477,85
"4294",3500,85
"4295",3500,85
"4296",3539,85
"4297",3642,85
"4298",3759,85
"4299",3842,85
"4300",3978,85
"4301",4209,85
"4302",4383,85
"4303",4433,85
"4304",4449,85
"4305",4509,85
"4306",4562,85
"4307",4663,85
"4308",4752,85
"4309",4855,85
"4310",4927,85
"4311",4950,85
"4312",5008,85
"4313",5040,85
"4314",5118,85
"4315",5139,85
"4316",5555,85
"4317",5619,85
"4318",5700,85
"4319",5823,85
"4320",5981,85
"4321",6031,85
"4322",6087,85
"4323",6968,85
"4324",7023,85
"4325",7201,85
"4326",7315,85
"4327",7445,85
"4328",7454,85
"4329",8000,85
"4330",8104,85
"4331",8772,85
"4332",8792,85
"4333",9227,85
"4334",9784,85
"4335",9843,85
"4336",10191,85
"4337",11009,85
"4338",11291,85
"4339",14100,85
"4340",15069,85
"4341",15515,85
"4342",16636,85
"4343",16716,85
"4344",18083,85
"4345",18118,85
"4346",25171,85
"4347",26721,85
"4348",27740,85
"4349",28772,85
"4350",50008,85
"4351",51561,85
"4352",57858,85
"4353",60077,85
"4354",69519,85
"4355",135080,85
"4356",500,86
"4357",500,86
"4358",500,86
"4359",500,86
"4360",500,86
"4361",500,86
"4362",500,86
"4363",500,86
"4364",500,86
"4365",500,86
"4366",500,86
"4367",500,86
"4368",500,86
"4369",500,86
"4370",500,86
"4371",500,86
"4372",500,86
"4373",500,86
"4374",500,86
"4375",500,86
"4376",500,86
"4377",500,86
"4378",500,86
"4379",500,86
"4380",500,86
"4381",502,86
"4382",502,86
"4383",503,86
"4384",504,86
"4385",505,86
"4386",506,86
"4387",508,86
"4388",509,86
"4389",510,86
"4390",512,86
"4391",515,86
"4392",515,86
"4393",517,86
"4394",519,86
"4395",520,86
"4396",521,86
"4397",521,86
"4398",521,86
"4399",523,86
"4400",525,86
"4401",525,86
"4402",526,86
"4403",527,86
"4404",527,86
"4405",532,86
"4406",532,86
"4407",534,86
"4408",534,86
"4409",536,86
"4410",538,86
"4411",539,86
"4412",539,86
"4413",539,86
"4414",546,86
"4415",550,86
"4416",550,86
"4417",550,86
"4418",550,86
"4419",550,86
"4420",550,86
"4421",553,86
"4422",559,86
"4423",560,86
"4424",560,86
"4425",563,86
"4426",567,86
"4427",567,86
"4428",569,86
"4429",570,86
"4430",572,86
"4431",572,86
"4432",573,86
"4433",575,86
"4434",575,86
"4435",578,86
"4436",585,86
"4437",585,86
"4438",586,86
"4439",587,86
"4440",587,86
"4441",587,86
"4442",588,86
"4443",588,86
"4444",590,86
"4445",590,86
"4446",591,86
"4447",593,86
"4448",596,86
"4449",600,86
"4450",600,86
"4451",600,86
"4452",600,86
"4453",600,86
"4454",600,86
"4455",604,86
"4456",613,86
"4457",617,86
"4458",618,86
"4459",626,86
"4460",629,86
"4461",630,86
"4462",631,86
"4463",633,86
"4464",637,86
"4465",638,86
"4466",640,86
"4467",640,86
"4468",640,86
"4469",642,86
"4470",643,86
"4471",644,86
"4472",646,86
"4473",649,86
"4474",650,86
"4475",650,86
"4476",650,86
"4477",650,86
"4478",650,86
"4479",650,86
"4480",651,86
"4481",652,86
"4482",652,86
"4483",659,86
"4484",660,86
"4485",662,86
"4486",663,86
"4487",663,86
"4488",664,86
"4489",666,86
"4490",671,86
"4491",671,86
"4492",671,86
"4493",671,86
"4494",675,86
"4495",675,86
"4496",676,86
"4497",676,86
"4498",677,86
"4499",680,86
"4500",680,86
"4501",680,86
"4502",680,86
"4503",682,86
"4504",685,86
"4505",685,86
"4506",686,86
"4507",686,86
"4508",688,86
"4509",689,86
"4510",691,86
"4511",693,86
"4512",696,86
"4513",697,86
"4514",699,86
"4515",699,86
"4516",700,86
"4517",700,86
"4518",700,86
"4519",700,86
"4520",700,86
"4521",700,86
"4522",700,86
"4523",701,86
"4524",704,86
"4525",704,86
"4526",705,86
"4527",707,86
"4528",709,86
"4529",710,86
"4530",718,86
"4531",719,86
"4532",720,86
"4533",722,86
"4534",724,86
"4535",727,86
"4536",730,86
"4537",730,86
"4538",730,86
"4539",731,86
"4540",741,86
"4541",742,86
"4542",743,86
"4543",745,86
"4544",747,86
"4545",747,86
"4546",748,86
"4547",749,86
"4548",750,86
"4549",750,86
"4550",750,86
"4551",750,86
"4552",750,86
"4553",750,86
"4554",752,86
"4555",753,86
"4556",753,86
"4557",756,86
"4558",762,86
"4559",766,86
"4560",771,86
"4561",771,86
"4562",773,86
"4563",775,86
"4564",776,86
"4565",776,86
"4566",777,86
"4567",777,86
"4568",778,86
"4569",779,86
"4570",779,86
"4571",780,86
"4572",780,86
"4573",788,86
"4574",789,86
"4575",790,86
"4576",793,86
"4577",797,86
"4578",800,86
"4579",800,86
"4580",800,86
"4581",800,86
"4582",800,86
"4583",800,86
"4584",800,86
"4585",800,86
"4586",800,86
"4587",800,86
"4588",800,86
"4589",800,86
"4590",800,86
"4591",800,86
"4592",802,86
"4593",805,86
"4594",807,86
"4595",815,86
"4596",815,86
"4597",816,86
"4598",820,86
"4599",821,86
"4600",821,86
"4601",826,86
"4602",830,86
"4603",832,86
"4604",833,86
"4605",836,86
"4606",838,86
"4607",838,86
"4608",839,86
"4609",840,86
"4610",845,86
"4611",845,86
"4612",846,86
"4613",850,86
"4614",850,86
"4615",850,86
"4616",850,86
"4617",850,86
"4618",851,86
"4619",852,86
"4620",861,86
"4621",862,86
"4622",864,86
"4623",870,86
"4624",876,86
"4625",877,86
"4626",881,86
"4627",881,86
"4628",882,86
"4629",890,86
"4630",894,86
"4631",894,86
"4632",896,86
"4633",896,86
"4634",898,86
"4635",900,86
"4636",900,86
"4637",900,86
"4638",900,86
"4639",900,86
"4640",900,86
"4641",900,86
"4642",900,86
"4643",900,86
"4644",900,86
"4645",904,86
"4646",905,86
"4647",910,86
"4648",910,86
"4649",911,86
"4650",913,86
"4651",916,86
"4652",917,86
"4653",917,86
"4654",917,86
"4655",920,86
"4656",921,86
"4657",922,86
"4658",923,86
"4659",928,86
"4660",929,86
"4661",929,86
"4662",931,86
"4663",935,86
"4664",939,86
"4665",940,86
"4666",942,86
"4667",947,86
"4668",952,86
"4669",954,86
"4670",954,86
"4671",955,86
"4672",961,86
"4673",964,86
"4674",967,86
"4675",968,86
"4676",976,86
"4677",978,86
"4678",979,86
"4679",985,86
"4680",986,86
"4681",988,86
"4682",991,86
"4683",998,86
"4684",1000,86
"4685",1000,86
"4686",1000,86
"4687",1000,86
"4688",1000,86
"4689",1000,86
"4690",1004,86
"4691",1005,86
"4692",1010,86
"4693",1012,86
"4694",1015,86
"4695",1019,86
"4696",1020,86
"4697",1020,86
"4698",1030,86
"4699",1035,86
"4700",1037,86
"4701",1044,86
"4702",1045,86
"4703",1050,86
"4704",1054,86
"4705",1056,86
"4706",1063,86
"4707",1065,86
"4708",1070,86
"4709",1071,86
"4710",1071,86
"4711",1077,86
"4712",1085,86
"4713",1091,86
"4714",1093,86
"4715",1096,86
"4716",1096,86
"4717",1100,86
"4718",1100,86
"4719",1100,86
"4720",1100,86
"4721",1104,86
"4722",1108,86
"4723",1109,86
"4724",1110,86
"4725",1112,86
"4726",1113,86
"4727",1115,86
"4728",1116,86
"4729",1116,86
"4730",1124,86
"4731",1125,86
"4732",1129,86
"4733",1134,86
"4734",1134,86
"4735",1136,86
"4736",1141,86
"4737",1151,86
"4738",1160,86
"4739",1166,86
"4740",1169,86
"4741",1170,86
"4742",1173,86
"4743",1182,86
"4744",1184,86
"4745",1188,86
"4746",1190,86
"4747",1192,86
"4748",1199,86
"4749",1200,86
"4750",1200,86
"4751",1200,86
"4752",1200,86
"4753",1200,86
"4754",1204,86
"4755",1211,86
"4756",1214,86
"4757",1216,86
"4758",1220,86
"4759",1225,86
"4760",1227,86
"4761",1231,86
"4762",1232,86
"4763",1233,86
"4764",1239,86
"4765",1250,86
"4766",1250,86
"4767",1250,86
"4768",1250,86
"4769",1253,86
"4770",1256,86
"4771",1257,86
"4772",1260,86
"4773",1262,86
"4774",1270,86
"4775",1279,86
"4776",1280,86
"4777",1282,86
"4778",1288,86
"4779",1293,86
"4780",1300,86
"4781",1300,86
"4782",1300,86
"4783",1304,86
"4784",1304,86
"4785",1309,86
"4786",1321,86
"4787",1325,86
"4788",1327,86
"4789",1333,86
"4790",1336,86
"4791",1339,86
"4792",1345,86
"4793",1345,86
"4794",1350,86
"4795",1350,86
"4796",1360,86
"4797",1364,86
"4798",1367,86
"4799",1370,86
"4800",1370,86
"4801",1380,86
"4802",1400,86
"4803",1400,86
"4804",1400,86
"4805",1400,86
"4806",1403,86
"4807",1424,86
"4808",1433,86
"4809",1436,86
"4810",1436,86
"4811",1438,86
"4812",1438,86
"4813",1441,86
"4814",1442,86
"4815",1447,86
"4816",1453,86
"4817",1461,86
"4818",1462,86
"4819",1474,86
"4820",1479,86
"4821",1481,86
"4822",1490,86
"4823",1496,86
"4824",1499,86
"4825",1500,86
"4826",1500,86
"4827",1500,86
"4828",1500,86
"4829",1500,86
"4830",1500,86
"4831",1500,86
"4832",1500,86
"4833",1514,86
"4834",1522,86
"4835",1525,86
"4836",1530,86
"4837",1533,86
"4838",1533,86
"4839",1537,86
"4840",1546,86
"4841",1552,86
"4842",1557,86
"4843",1575,86
"4844",1584,86
"4845",1592,86
"4846",1597,86
"4847",1609,86
"4848",1616,86
"4849",1618,86
"4850",1621,86
"4851",1623,86
"4852",1629,86
"4853",1638,86
"4854",1650,86
"4855",1658,86
"4856",1678,86
"4857",1681,86
"4858",1696,86
"4859",1696,86
"4860",1700,86
"4861",1700,86
"4862",1732,86
"4863",1735,86
"4864",1745,86
"4865",1763,86
"4866",1775,86
"4867",1780,86
"4868",1800,86
"4869",1800,86
"4870",1811,86
"4871",1835,86
"4872",1842,86
"4873",1844,86
"4874",1852,86
"4875",1881,86
"4876",1893,86
"4877",1900,86
"4878",1904,86
"4879",1907,86
"4880",1910,86
"4881",1917,86
"4882",1923,86
"4883",1950,86
"4884",1966,86
"4885",1993,86
"4886",2000,86
"4887",2000,86
"4888",2000,86
"4889",2000,86
"4890",2000,86
"4891",2000,86
"4892",2031,86
"4893",2056,86
"4894",2080,86
"4895",2095,86
"4896",2149,86
"4897",2200,86
"4898",2220,86
"4899",2223,86
"4900",2232,86
"4901",2233,86
"4902",2400,86
"4903",2450,86
"4904",2450,86
"4905",2474,86
"4906",2502,86
"4907",2530,86
"4908",2555,86
"4909",2561,86
"4910",2660,86
"4911",2660,86
"4912",2688,86
"4913",2700,86
"4914",2712,86
"4915",2713,86
"4916",2724,86
"4917",2750,86
"4918",2800,86
"4919",2818,86
"4920",2853,86
"4921",2881,86
"4922",2937,86
"4923",2950,86
"4924",2990,86
"4925",2996,86
"4926",3000,86
"4927",3000,86
"4928",3000,86
"4929",3124,86
"4930",3239,86
"4931",3239,86
"4932",3250,86
"4933",3261,86
"4934",3276,86
"4935",3300,86
"4936",3363,86
"4937",3383,86
"4938",3425,86
"4939",3489,86
"4940",3491,86
"4941",3500,86
"4942",3560,86
"4943",3572,86
"4944",3576,86
"4945",3602,86
"4946",3609,86
"4947",3660,86
"4948",3673,86
"4949",3766,86
"4950",3771,86
"4951",3902,86
"4952",4159,86
"4953",4278,86
"4954",4285,86
"4955",4300,86
"4956",4391,86
"4957",4518,86
"4958",4528,86
"4959",4607,86
"4960",4642,86
"4961",4698,86
"4962",4970,86
"4963",5335,86
"4964",5487,86
"4965",5574,86
"4966",5628,86
"4967",5970,86
"4968",6240,86
"4969",6949,86
"4970",6982,86
"4971",7025,86
"4972",7308,86
"4973",7454,86
"4974",7600,86
"4975",7702,86
"4976",8027,86
"4977",8130,86
"4978",8164,86
"4979",8268,86
"4980",8302,86
"4981",8894,86
"4982",9000,86
"4983",9900,86
"4984",10000,86
"4985",10501,86
"4986",10669,86
"4987",10706,86
"4988",11002,86
"4989",11331,86
"4990",13589,86
"4991",15400,86
"4992",16311,86
"4993",16741,86
"4994",16939,86
"4995",24502,86
"4996",31728,86
"4997",33950,86
"4998",39096,86
"4999",58064,86
"5000",86992,86
"5001",97861,86
"5002",188270,86
"5003",500,87
"5004",500,87
"5005",500,87
"5006",500,87
"5007",500,87
"5008",500,87
"5009",500,87
"5010",500,87
"5011",500,87
"5012",500,87
"5013",500,87
"5014",500,87
"5015",500,87
"5016",500,87
"5017",501,87
"5018",503,87
"5019",504,87
"5020",505,87
"5021",506,87
"5022",507,87
"5023",509,87
"5024",510,87
"5025",510,87
"5026",513,87
"5027",514,87
"5028",514,87
"5029",516,87
"5030",519,87
"5031",520,87
"5032",520,87
"5033",521,87
"5034",523,87
"5035",524,87
"5036",528,87
"5037",533,87
"5038",533,87
"5039",536,87
"5040",538,87
"5041",539,87
"5042",539,87
"5043",539,87
"5044",539,87
"5045",540,87
"5046",540,87
"5047",540,87
"5048",540,87
"5049",540,87
"5050",545,87
"5051",545,87
"5052",547,87
"5053",549,87
"5054",549,87
"5055",550,87
"5056",550,87
"5057",550,87
"5058",550,87
"5059",551,87
"5060",551,87
"5061",555,87
"5062",557,87
"5063",558,87
"5064",560,87
"5065",562,87
"5066",566,87
"5067",566,87
"5068",567,87
"5069",572,87
"5070",573,87
"5071",579,87
"5072",580,87
"5073",580,87
"5074",583,87
